key,scientificName,datasetKey,taxonID,nameType,issues,valid_distribution,bb_key,bb_scientificName,bb_species,bb_genus,bb_family,bb_order,bb_class,bb_phylum,bb_kingdom,bb_rank,bb_speciesKey,bb_taxonomicStatus,bb_acceptedKey,bb_acceptedName
141265002,Polypodium hesperium Maxon,9ff7d317-609b-4c08-bd86-3bc404b77c42,alien-plants-belgium:taxon:129ef90ccc49ca71a65bd01f28997c13,SCIENTIFIC,,TRUE,5274964,Polypodium hesperium Maxon,Polypodium hesperium,Polypodium,Polypodiaceae,Polypodiales,Polypodiopsida,Tracheophyta,Plantae,SPECIES,5274964,ACCEPTED,,
141265004,Tiarella cordifolia L.,9ff7d317-609b-4c08-bd86-3bc404b77c42,alien-plants-belgium:taxon:f433e77c2fb0b46b9d0e4766828235b9,SCIENTIFIC,,TRUE,5371610,Tiarella cordifolia L.,Tiarella cordifolia,Tiarella,Saxifragaceae,Saxifragales,Magnoliopsida,Tracheophyta,Plantae,SPECIES,5371610,ACCEPTED,,
141265005,Tolmiea menziesii (Pursh) Torr. & A.Gray,9ff7d317-609b-4c08-bd86-3bc404b77c42,alien-plants-belgium:taxon:e914a43b48dfcf4918c464a91c174299,SCIENTIFIC,,TRUE,5371605,Tolmiea menziesii Torr. & A.Gray,Tolmiea menziesii,Tolmiea,Saxifragaceae,Saxifragales,Magnoliopsida,Tracheophyta,Plantae,SPECIES,5371605,ACCEPTED,,
141265006,Saxifraga cymbalaria L.,9ff7d317-609b-4c08-bd86-3bc404b77c42,alien-plants-belgium:taxon:cb7f9625d43e2a5792bf375d02221e81,SCIENTIFIC,,TRUE,3753098,Saxifraga cymbalaria L.,Saxifraga cymbalaria,Saxifraga,Saxifragaceae,Saxifragales,Magnoliopsida,Tracheophyta,Plantae,SPECIES,3753098,ACCEPTED,,
141265007,Tellima grandiflora (Pursh) Dougl. ex Lindl.,9ff7d317-609b-4c08-bd86-3bc404b77c42,alien-plants-belgium:taxon:c5ec85fb5d953e0c81027ce38a87ebe9,SCIENTIFIC,,TRUE,3032698,Tellima grandiflora (Pursh) Douglas ex Lindl.,Tellima grandiflora,Tellima,Saxifragaceae,Saxifragales,Magnoliopsida,Tracheophyta,Plantae,SPECIES,3032698,ACCEPTED,,
141265008,Saxifraga x arendsii Engl. s.l.,9ff7d317-609b-4c08-bd86-3bc404b77c42,alien-plants-belgium:taxon:c27373b9a27166e2c1161264567601d1,SCIENTIFIC,RANK_INVALID,TRUE,7544073,Saxifraga ×arendsii Engl.,Saxifraga arendsii,Saxifraga,Saxifragaceae,Saxifragales,Magnoliopsida,Tracheophyta,Plantae,SPECIES,7544073,ACCEPTED,,
141265009,Rodgersia podophylla A. Gray,9ff7d317-609b-4c08-bd86-3bc404b77c42,alien-plants-belgium:taxon:abf95118b06aea6342db7c055c676cb2,SCIENTIFIC,,TRUE,3754587,Rodgersia podophylla A.Gray,Rodgersia podophylla,Rodgersia,Saxifragaceae,Saxifragales,Magnoliopsida,Tracheophyta,Plantae,SPECIES,3754587,ACCEPTED,,
141265010,Bergenia cordifolia (Haw.) Sternb.,9ff7d317-609b-4c08-bd86-3bc404b77c42,alien-plants-belgium:taxon:ac007004c52412722b6260da7dd175b2,SCIENTIFIC,,TRUE,5567698,Bergenia cordifolia (Haw.) Sternb.,Bergenia crassifolia,Bergenia,Saxifragaceae,Saxifragales,Magnoliopsida,Tracheophyta,Plantae,SPECIES,5567694,SYNONYM,5567694,Bergenia crassifolia Fritsch
141265011,Bergenia crassifolia (L.) Fritsch,9ff7d317-609b-4c08-bd86-3bc404b77c42,alien-plants-belgium:taxon:8ef5dfd38e7b789793ada6129c37aac2,SCIENTIFIC,,TRUE,5567694,Bergenia crassifolia Fritsch,Bergenia crassifolia,Bergenia,Saxifragaceae,Saxifragales,Magnoliopsida,Tracheophyta,Plantae,SPECIES,5567694,ACCEPTED,,
141265012,Bergenia x schmidtii (Regel) Silva-Tar.,9ff7d317-609b-4c08-bd86-3bc404b77c42,alien-plants-belgium:taxon:937d40854691c3debbd9254a83366265,SCIENTIFIC,RANK_INVALID,TRUE,5567657,Bergenia schmidtii (Regel) Silva Tarouca,Bergenia ciliata,Bergenia,Saxifragaceae,Saxifragales,Magnoliopsida,Tracheophyta,Plantae,SPECIES,8330218,SYNONYM,8330218,Bergenia ciliata (Haw.) Sternb.
141265013,Heuchera micrantha Lindl.,9ff7d317-609b-4c08-bd86-3bc404b77c42,alien-plants-belgium:taxon:716b1b8a57b3bf915d394f73a584ce63,SCIENTIFIC,,TRUE,3032646,Heuchera micrantha Douglas ex Lindl.,Heuchera micrantha,Heuchera,Saxifragaceae,Saxifragales,Magnoliopsida,Tracheophyta,Plantae,SPECIES,3032646,DOUBTFUL,,
141265014,Rodgersia aesculifolia Batalin,9ff7d317-609b-4c08-bd86-3bc404b77c42,alien-plants-belgium:taxon:7933aa81f8005649c4df3ae3d05b1a04,SCIENTIFIC,,TRUE,7339492,Rodgersia aesculifolia Batalin,Rodgersia aesculifolia,Rodgersia,Saxifragaceae,Saxifragales,Magnoliopsida,Tracheophyta,Plantae,SPECIES,7339492,ACCEPTED,,
141265015,Saxifraga x geum L.,9ff7d317-609b-4c08-bd86-3bc404b77c42,alien-plants-belgium:taxon:5c7d5a2f2de4bbd2d0ebd2ed7b47c6fd,SCIENTIFIC,RANK_INVALID,TRUE,8223023,Saxifraga geum L.,Saxifraga geum,Saxifraga,Saxifragaceae,Saxifragales,Magnoliopsida,Tracheophyta,Plantae,SPECIES,8223023,ACCEPTED,,
141265016,Heuchera sanguinea Engelm.,9ff7d317-609b-4c08-bd86-3bc404b77c42,alien-plants-belgium:taxon:4d8e09534d24711d95b3a9a7e5e5ab01,SCIENTIFIC,,TRUE,3032653,Heuchera sanguinea Engelm.,Heuchera sanguinea,Heuchera,Saxifragaceae,Saxifragales,Magnoliopsida,Tracheophyta,Plantae,SPECIES,3032653,ACCEPTED,,
141265017,Darmera peltata (Torrey ex Bentham) Voss,9ff7d317-609b-4c08-bd86-3bc404b77c42,alien-plants-belgium:taxon:2ac6aa778aaca85a463176665b9ee081,SCIENTIFIC,,TRUE,3032611,Darmera peltata (Torr.) Voss,Darmera peltata,Darmera,Saxifragaceae,Saxifragales,Magnoliopsida,Tracheophyta,Plantae,SPECIES,3032611,ACCEPTED,,
141265018,Saxifraga x urbium D.A. Webb,9ff7d317-609b-4c08-bd86-3bc404b77c42,alien-plants-belgium:taxon:1c487e6974457a20dac91a5522d797cc,SCIENTIFIC,RANK_INVALID,TRUE,3754353,Saxifraga urbium D.A.Webb,Saxifraga urbium,Saxifraga,Saxifragaceae,Saxifragales,Magnoliopsida,Tracheophyta,Plantae,SPECIES,3754353,ACCEPTED,,
141265019,Saxifraga stolonifera Meerb.,9ff7d317-609b-4c08-bd86-3bc404b77c42,alien-plants-belgium:taxon:1c70119dd444e38f0617b91f6e911525,SCIENTIFIC,,TRUE,8062061,Saxifraga stolonifera Meerb.,Saxifraga stolonifera,Saxifraga,Saxifragaceae,Saxifragales,Magnoliopsida,Tracheophyta,Plantae,SPECIES,3032762,HETEROTYPIC_SYNONYM,3032762,Saxifraga stolonifera W.Curtis
141265020,Saxifraga rotundifolia L.,9ff7d317-609b-4c08-bd86-3bc404b77c42,alien-plants-belgium:taxon:1307108f51b11db65c95beec1360c998,SCIENTIFIC,,TRUE,7339396,Saxifraga rotundifolia L.,Saxifraga rotundifolia,Saxifraga,Saxifragaceae,Saxifragales,Magnoliopsida,Tracheophyta,Plantae,SPECIES,7339396,ACCEPTED,,
141265022,Tulipa gesneriana L.,9ff7d317-609b-4c08-bd86-3bc404b77c42,alien-plants-belgium:taxon:a4cf726944356202a32999b5962beeb5,SCIENTIFIC,,TRUE,5299675,Tulipa gesneriana L.,Tulipa gesneriana,Tulipa,Liliaceae,Liliales,Liliopsida,Tracheophyta,Plantae,SPECIES,5299675,ACCEPTED,,
141265023,Tulipa sylvestris L.,9ff7d317-609b-4c08-bd86-3bc404b77c42,alien-plants-belgium:taxon:a673e842ea176c05793150ad01e72e5b,SCIENTIFIC,,TRUE,5299536,Tulipa sylvestris L.,Tulipa sylvestris,Tulipa,Liliaceae,Liliales,Liliopsida,Tracheophyta,Plantae,SPECIES,5299536,ACCEPTED,,
141265024,Lilium x hollandicum Bergmans ex Woodcock & Stearn,9ff7d317-609b-4c08-bd86-3bc404b77c42,alien-plants-belgium:taxon:91955ea032277b5f501d345d19701611,SCIENTIFIC,RANK_INVALID,TRUE,8418777,Lilium ×hollandicum Woodcock & Stearn,Lilium hollandicum,Lilium,Liliaceae,Liliales,Liliopsida,Tracheophyta,Plantae,SPECIES,8418777,DOUBTFUL,,
141265025,Lilium martagon L.,9ff7d317-609b-4c08-bd86-3bc404b77c42,alien-plants-belgium:taxon:5d12cb2df3974dd6116c49d0e7d1b471,SCIENTIFIC,,TRUE,2753146,Lilium martagon L.,Lilium martagon,Lilium,Liliaceae,Liliales,Liliopsida,Tracheophyta,Plantae,SPECIES,2753146,ACCEPTED,,
141265026,Erythronium dens-canis L.,9ff7d317-609b-4c08-bd86-3bc404b77c42,alien-plants-belgium:taxon:5dfeec29efff66cb314ce81cecfad752,SCIENTIFIC,,TRUE,2752849,Erythronium dens-canis L.,Erythronium dens-canis,Erythronium,Liliaceae,Liliales,Liliopsida,Tracheophyta,Plantae,SPECIES,2752849,ACCEPTED,,
141265027,Tulipa tarda Stapf,9ff7d317-609b-4c08-bd86-3bc404b77c42,alien-plants-belgium:taxon:2b0d7f07926f94d4a8e082641b8bea92,SCIENTIFIC,,TRUE,5299589,Tulipa tarda Stapf,Tulipa urumiensis,Tulipa,Liliaceae,Liliales,Liliopsida,Tracheophyta,Plantae,SPECIES,5299590,SYNONYM,5299590,Tulipa urumiensis Stapf
141265028,Gagea pratensis (Pers.) Dum.,9ff7d317-609b-4c08-bd86-3bc404b77c42,alien-plants-belgium:taxon:13b5d872e33040f8d258800757816d9d,SCIENTIFIC,,TRUE,5300102,Gagea pratensis Dumort.,Gagea pratensis,Gagea,Liliaceae,Liliales,Liliopsida,Tracheophyta,Plantae,SPECIES,5300102,ACCEPTED,,
141265030,Abronia fragrans Nutt.,9ff7d317-609b-4c08-bd86-3bc404b77c42,alien-plants-belgium:taxon:577012e60db771d3e6732feffa214866,SCIENTIFIC,,TRUE,8690876,Abronia fragrans Nutt.,Abronia fragrans,Abronia,Nyctaginaceae,Caryophyllales,Magnoliopsida,Tracheophyta,Plantae,SPECIES,8690876,DOUBTFUL,,
141265031,Mirabilis jalapa L.,9ff7d317-609b-4c08-bd86-3bc404b77c42,alien-plants-belgium:taxon:105428d1c2f78adb086c3d45daa5c361,SCIENTIFIC,,TRUE,3086240,Mirabilis jalapa L.,Mirabilis jalapa,Mirabilis,Nyctaginaceae,Caryophyllales,Magnoliopsida,Tracheophyta,Plantae,SPECIES,3086240,ACCEPTED,,
141265033,Sedum aizoon L.,9ff7d317-609b-4c08-bd86-3bc404b77c42,alien-plants-belgium:taxon:e2f833c8a4b7d46d82031d03269a0c56,SCIENTIFIC,,TRUE,5361976,Sedum aizoon L.,Phedimus aizoon,Phedimus,Crassulaceae,Saxifragales,Magnoliopsida,Tracheophyta,Plantae,SPECIES,7172831,HETEROTYPIC_SYNONYM,7172831,Phedimus aizoon (L.) 't Hart
141265035,Jovibarba sobolifera (Sims) Opiz,9ff7d317-609b-4c08-bd86-3bc404b77c42,alien-plants-belgium:taxon:ee5e65e2b7c872c3303240f896474d56,SCIENTIFIC,,TRUE,8990928,Jovibarba sobolifera (J.Sims) Opiz,Sempervivum globiferum,Sempervivum,Crassulaceae,Saxifragales,Magnoliopsida,Tracheophyta,Plantae,SPECIES,8091002,SYNONYM,7334391,Sempervivum globiferum subsp. globiferum
141265036,Kalanchoe blossfeldiana Poelln.,9ff7d317-609b-4c08-bd86-3bc404b77c42,alien-plants-belgium:taxon:d67a77ae4cc95beed60c05c04c5e63ea,SCIENTIFIC,,TRUE,2985944,Kalanchoe blossfeldiana Poelln.,Kalanchoe blossfeldiana,Kalanchoe,Crassulaceae,Saxifragales,Magnoliopsida,Tracheophyta,Plantae,SPECIES,2985944,ACCEPTED,,
141265037,Sedum stoloniferum S.G. Gmel.,9ff7d317-609b-4c08-bd86-3bc404b77c42,alien-plants-belgium:taxon:d25d83a4c4dae36fac1e08333b91ca28,SCIENTIFIC,,TRUE,5362051,Sedum stoloniferum S.G.Gmel.,Phedimus stoloniferus,Phedimus,Crassulaceae,Saxifragales,Magnoliopsida,Tracheophyta,Plantae,SPECIES,4201585,SYNONYM,4201585,Phedimus stoloniferus (S.G.Gmel.) 't Hart
141265038,Sedum dasyphyllum L.,9ff7d317-609b-4c08-bd86-3bc404b77c42,alien-plants-belgium:taxon:bb84d75fd097f36f75532233269c6ff0,SCIENTIFIC,,TRUE,7172720,Sedum dasyphyllum L.,Sedum dasyphyllum,Sedum,Crassulaceae,Saxifragales,Magnoliopsida,Tracheophyta,Plantae,SPECIES,7172720,ACCEPTED,,
141265039,Sedum anopetalum DC.,9ff7d317-609b-4c08-bd86-3bc404b77c42,alien-plants-belgium:taxon:ab42cd617cb37905ea1e6d9ad4f97cf0,SCIENTIFIC,,TRUE,5362017,Sedum anopetalum DC.,Petrosedum ochroleucum,Petrosedum,Crassulaceae,Saxifragales,Magnoliopsida,Tracheophyta,Plantae,SPECIES,7863397,SYNONYM,9338223,Petrosedum ochroleucum subsp. ochroleucum
141265040,Crassula peduncularis (Smith) F. Meigen,9ff7d317-609b-4c08-bd86-3bc404b77c42,alien-plants-belgium:taxon:acf8440ceefe70c6d11687d0d60c0d72,SCIENTIFIC,,TRUE,5690854,Crassula peduncularis (Sm.) F.Meigen,Crassula peduncularis,Crassula,Crassulaceae,Saxifragales,Magnoliopsida,Tracheophyta,Plantae,SPECIES,5690854,ACCEPTED,,
141265041,Sedum hybridum L.,9ff7d317-609b-4c08-bd86-3bc404b77c42,alien-plants-belgium:taxon:666f8d5ed0edd6173773284f73724bd2,SCIENTIFIC,,TRUE,5362013,Sedum hybridum L.,Phedimus middendorfianus,Phedimus,Crassulaceae,Saxifragales,Magnoliopsida,Tracheophyta,Plantae,SPECIES,4201668,SYNONYM,4201668,Phedimus middendorfianus (Maxim.) 't Hart
141265042,Sedum sarmentosum Bunge,9ff7d317-609b-4c08-bd86-3bc404b77c42,alien-plants-belgium:taxon:6d9cd63172b26e95aa3f9b66952dbcbc,SCIENTIFIC,,TRUE,5362004,Sedum sarmentosum Bunge,Sedum sarmentosum,Sedum,Crassulaceae,Saxifragales,Magnoliopsida,Tracheophyta,Plantae,SPECIES,5362004,ACCEPTED,,
141265043,Sedum anacampseros L.,9ff7d317-609b-4c08-bd86-3bc404b77c42,alien-plants-belgium:taxon:5bfd8b460bc66d9e1e4377429232922f,SCIENTIFIC,,TRUE,5687999,Sedum anacampseros L.,Hylotelephium anacampseros,Hylotelephium,Crassulaceae,Saxifragales,Magnoliopsida,Tracheophyta,Plantae,SPECIES,4202184,SYNONYM,4202184,Hylotelephium anacampseros (L.) H.Ohba
141265044,"Sedum ""Autumn Joy"" (S. spectabile Boreau x telephium L.)",9ff7d317-609b-4c08-bd86-3bc404b77c42,alien-plants-belgium:taxon:5a4adfdba4876fe64861c6898db60347,HYBRID,BACKBONE_MATCH_NONE,TRUE,,,,,,,,,,,,,,
141265045,Sedum hispanicum L.,9ff7d317-609b-4c08-bd86-3bc404b77c42,alien-plants-belgium:taxon:4dc71a92831ba362675f0fb0606f3d29,SCIENTIFIC,,TRUE,5361982,Sedum hispanicum L.,Sedum hispanicum,Sedum,Crassulaceae,Saxifragales,Magnoliopsida,Tracheophyta,Plantae,SPECIES,5361982,ACCEPTED,,
141265046,Sedum kamtschaticum Fisch. & C.A. Mey. subsp. ellacombianum (Praeg.) R.T. Clausen,9ff7d317-609b-4c08-bd86-3bc404b77c42,alien-plants-belgium:taxon:4e188742edef0af22d99ecafd15b9594,SCIENTIFIC,,TRUE,5708682,Sedum kamtschaticum subsp. ellacombianum (Praeger) R.T.Clausen,Phedimus ellacombianus,Phedimus,Crassulaceae,Saxifragales,Magnoliopsida,Tracheophyta,Plantae,SUBSPECIES,4927972,SYNONYM,4927972,Phedimus ellacombianus (Praeger) H.'t Hart
141265046,Sedum kamtschaticum Fisch. & C.A. Mey. subsp. ellacombianum (Praeg.) R.T. Clausen,9ff7d317-609b-4c08-bd86-3bc404b77c42,alien-plants-belgium:taxon:4e188742edef0af22d99ecafd15b9594,SCIENTIFIC,,TRUE,5708682,Sedum kamtschaticum subsp. ellacombianum (Praeger) R.T.Clausen,Phedimus ellacombianus,Phedimus,Crassulaceae,Saxifragales,Magnoliopsida,Tracheophyta,Plantae,SUBSPECIES,4927972,SYNONYM,4927972,Phedimus ellacombianus (Praeger) H.'t Hart
141265047,Sedum cepaea L.,9ff7d317-609b-4c08-bd86-3bc404b77c42,alien-plants-belgium:taxon:4f1d7226e0dc630f682e4b1648827d2e,SCIENTIFIC,,TRUE,5690287,Sedum cepaea L.,Sedum cepaea,Sedum,Crassulaceae,Saxifragales,Magnoliopsida,Tracheophyta,Plantae,SPECIES,5690287,ACCEPTED,,
141265048,Crassula decumbens Thunb.,9ff7d317-609b-4c08-bd86-3bc404b77c42,alien-plants-belgium:taxon:5228327c69fa175ba3c8defb4c2c5c52,SCIENTIFIC,,TRUE,7334263,Crassula decumbens Thunb.,Crassula decumbens,Crassula,Crassulaceae,Saxifragales,Magnoliopsida,Tracheophyta,Plantae,SPECIES,7334263,ACCEPTED,,
141265049,Sedum spurium Bieb.,9ff7d317-609b-4c08-bd86-3bc404b77c42,alien-plants-belgium:taxon:3e58a8ec997318f07f83bbe5adb9e1c3,SCIENTIFIC,,TRUE,5362018,Sedum spurium Bieb.,Phedimus spurius,Phedimus,Crassulaceae,Saxifragales,Magnoliopsida,Tracheophyta,Plantae,SPECIES,4201607,SYNONYM,4201607,Phedimus spurius (M.Bieb.) 't Hart
141265050,Crassula helmsii (T. Kirk) Cock.,9ff7d317-609b-4c08-bd86-3bc404b77c42,alien-plants-belgium:taxon:337e8a516e3fd8c7c1b16788c849333c,SCIENTIFIC,,TRUE,5362054,Crassula helmsii (Kirk) Cockayne,Crassula helmsii,Crassula,Crassulaceae,Saxifragales,Magnoliopsida,Tracheophyta,Plantae,SPECIES,8035075,SYNONYM,8035075,Crassula helmsii A.Berger
141265051,Umbilicus rupestris (Salisb.) Dandy,9ff7d317-609b-4c08-bd86-3bc404b77c42,alien-plants-belgium:taxon:2e5efbcb51603a3a49ee960bd3483388,SCIENTIFIC,,TRUE,7334368,Umbilicus rupestris (Salisb.) Dandy,Umbilicus rupestris,Umbilicus,Crassulaceae,Saxifragales,Magnoliopsida,Tracheophyta,Plantae,SPECIES,7334368,ACCEPTED,,
141265052,Sempervivum tectorum L.,9ff7d317-609b-4c08-bd86-3bc404b77c42,alien-plants-belgium:taxon:23814133838afad154607035368241ee,SCIENTIFIC,,TRUE,2985949,Sempervivum tectorum L.,Sempervivum tectorum,Sempervivum,Crassulaceae,Saxifragales,Magnoliopsida,Tracheophyta,Plantae,SPECIES,2985949,ACCEPTED,,
141265053,Sempervivum x barbulatum Schott,9ff7d317-609b-4c08-bd86-3bc404b77c42,alien-plants-belgium:taxon:1f3f36ab0b64418e9f039470090d5d28,SCIENTIFIC,RANK_INVALID,TRUE,7334576,Sempervivum barbulatum Schott,Sempervivum barbulatum,Sempervivum,Crassulaceae,Saxifragales,Magnoliopsida,Tracheophyta,Plantae,SPECIES,7334576,ACCEPTED,,
141265054,Sedum spectabile Boreau,9ff7d317-609b-4c08-bd86-3bc404b77c42,alien-plants-belgium:taxon:1eb39940d6cfb9ac9d59a19062eaa8e7,SCIENTIFIC,,TRUE,5362067,Sedum spectabile Bor.,Hylotelephium spectabile,Hylotelephium,Crassulaceae,Saxifragales,Magnoliopsida,Tracheophyta,Plantae,SPECIES,2985863,SYNONYM,2985863,Hylotelephium spectabile (Boreau) H.Ohba
141265055,Sedum telephium L. subsp. maximum (L.) Rouy & E.G. Camus,9ff7d317-609b-4c08-bd86-3bc404b77c42,alien-plants-belgium:taxon:10e4105dd57bf6821a7ffe09a7114113,SCIENTIFIC,,TRUE,9340574,"Sedum telephium subsp. maximum (L.) Rouy & E.G.Camus, 1901",Hylotelephium maximum,Hylotelephium,Crassulaceae,Saxifragales,Magnoliopsida,Tracheophyta,Plantae,SUBSPECIES,7334631,SYNONYM,7334631,Hylotelephium maximum (L.) J.Holub
141265057,Akebia quinata (Houtt.) Decaisne,9ff7d317-609b-4c08-bd86-3bc404b77c42,alien-plants-belgium:taxon:e8527d5328fb737fdf467f6f89e44f42,SCIENTIFIC,,TRUE,3033965,Akebia quinata Decne.,Akebia quinata,Akebia,Lardizabalaceae,Ranunculales,Magnoliopsida,Tracheophyta,Plantae,SPECIES,3033965,ACCEPTED,,
141265058,Decaisnea insignis (Griff.) Hook. f. & Thomson,9ff7d317-609b-4c08-bd86-3bc404b77c42,alien-plants-belgium:taxon:1108d911981dfdd11c7b438dea62a3bd,SCIENTIFIC,,TRUE,5686494,Decaisnea insignis Hook.f. & Thomson,Decaisnea insignis,Decaisnea,Lardizabalaceae,Ranunculales,Magnoliopsida,Tracheophyta,Plantae,SPECIES,5686494,ACCEPTED,,
141265060,Helenium x clementii Verloove & Lambinon,9ff7d317-609b-4c08-bd86-3bc404b77c42,alien-plants-belgium:taxon:fa206c4f55ba50cc268b984099132702,SCIENTIFIC,RANK_INVALID,TRUE,5704991,Helenium clementii Verloove & Lambinon,Helenium clementii,Helenium,Asteraceae,Asterales,Magnoliopsida,Tracheophyta,Plantae,SPECIES,5704991,ACCEPTED,,
141265061,Gutenbergia rueppellii Schultz-Bip.,9ff7d317-609b-4c08-bd86-3bc404b77c42,alien-plants-belgium:taxon:fc64ee9ebfdf6b612282a8e3719dd193,SCIENTIFIC,,TRUE,3113852,Gutenbergia rueppellii Sch.Bip.,Gutenbergia rueppellii,Gutenbergia,Asteraceae,Asterales,Magnoliopsida,Tracheophyta,Plantae,SPECIES,3113852,ACCEPTED,,
141265062,Xanthium strumarium L.,9ff7d317-609b-4c08-bd86-3bc404b77c42,alien-plants-belgium:taxon:fc26b4be1cee99216fec3ba66df25095,SCIENTIFIC,,TRUE,3089154,Xanthium strumarium L.,Xanthium strumarium,Xanthium,Asteraceae,Asterales,Magnoliopsida,Tracheophyta,Plantae,SPECIES,3089154,DOUBTFUL,,
141265063,Acmella spec.,9ff7d317-609b-4c08-bd86-3bc404b77c42,alien-plants-belgium:taxon:feefa578f7d0320665a89591c8846727,INFORMAL,,TRUE,3092125,Acmella Rich.,,Acmella,Asteraceae,Asterales,Magnoliopsida,Tracheophyta,Plantae,GENUS,,DOUBTFUL,,
141265064,Psephellus dealbatus (Willd.) K. Koch,9ff7d317-609b-4c08-bd86-3bc404b77c42,alien-plants-belgium:taxon:fecd6579f5d0afcc5460430b71adfd14,SCIENTIFIC,,TRUE,3137829,Psephellus dealbatus K.Koch,Psephellus dealbatus,Psephellus,Asteraceae,Asterales,Magnoliopsida,Tracheophyta,Plantae,SPECIES,3137829,DOUBTFUL,,
141265065,Silphium perfoliatum L.,9ff7d317-609b-4c08-bd86-3bc404b77c42,alien-plants-belgium:taxon:fed64ebf05e6d420f76686d3faf329b3,SCIENTIFIC,,TRUE,3092576,Silphium perfoliatum L.,Silphium perfoliatum,Silphium,Asteraceae,Asterales,Magnoliopsida,Tracheophyta,Plantae,SPECIES,3092576,ACCEPTED,,
141265066,Symphyotrichum racemosum (S. Elliott) Nesom,9ff7d317-609b-4c08-bd86-3bc404b77c42,alien-plants-belgium:taxon:fe76cb7ee4688fea4b61885d15a45acd,SCIENTIFIC,,TRUE,3151666,Symphyotrichum racemosum (Elliott) G.L.Nesom,Symphyotrichum racemosum,Symphyotrichum,Asteraceae,Asterales,Magnoliopsida,Tracheophyta,Plantae,SPECIES,3151666,ACCEPTED,,
141265067,Erigeron pampeanus Parodi,9ff7d317-609b-4c08-bd86-3bc404b77c42,alien-plants-belgium:taxon:fdeeaef7405418ebe3a981ac52722aa7,SCIENTIFIC,,TRUE,3126046,Erigeron pampeanus Parodi,Erigeron pampeanus,Erigeron,Asteraceae,Asterales,Magnoliopsida,Tracheophyta,Plantae,SPECIES,3126046,ACCEPTED,,
141265068,Senecio pterophorus DC.,9ff7d317-609b-4c08-bd86-3bc404b77c42,alien-plants-belgium:taxon:f3853351a62b8c9361b9b73c6caaddf2,SCIENTIFIC,,TRUE,3107177,Senecio pterophorus DC.,Senecio pterophorus,Senecio,Asteraceae,Asterales,Magnoliopsida,Tracheophyta,Plantae,SPECIES,3107177,ACCEPTED,,
141265069,Zinnia violacea Cav.,9ff7d317-609b-4c08-bd86-3bc404b77c42,alien-plants-belgium:taxon:f5e800909120e004080728b8f5e482a6,SCIENTIFIC,,TRUE,3111758,Zinnia violacea Cav.,Zinnia elegans,Zinnia,Asteraceae,Asterales,Magnoliopsida,Tracheophyta,Plantae,SPECIES,3111754,SYNONYM,3111754,Zinnia elegans Jacq.
141265070,Cotula australis (Sieber ex Spreng.) Hook. f.,9ff7d317-609b-4c08-bd86-3bc404b77c42,alien-plants-belgium:taxon:f53ef0997d7d6b518e762d254d1a46d8,SCIENTIFIC,,TRUE,8542672,Cotula australis (Spreng.) Hook.f.,Cotula australis,Cotula,Asteraceae,Asterales,Magnoliopsida,Tracheophyta,Plantae,SPECIES,8542672,ACCEPTED,,
141265071,Hemizonia fasciculata Torr. & A. Gray,9ff7d317-609b-4c08-bd86-3bc404b77c42,alien-plants-belgium:taxon:f78015eb3a3be91b64383af218cfdfa3,SCIENTIFIC,,TRUE,3145372,Hemizonia fasciculata (DC.) Torr. & A.Gray,Deinandra fasciculata,Deinandra,Asteraceae,Asterales,Magnoliopsida,Tracheophyta,Plantae,SPECIES,3145375,SYNONYM,3145375,Deinandra fasciculata Greene
141265072,Gaillardia x grandiflora Van Houtte,9ff7d317-609b-4c08-bd86-3bc404b77c42,alien-plants-belgium:taxon:f6a5ed9e46401695632bb3bbf5cc5eb4,SCIENTIFIC,RANK_INVALID,TRUE,5387817,Gaillardia ×grandiflora hort. ex Van Houtte,Gaillardia grandiflora,Gaillardia,Asteraceae,Asterales,Magnoliopsida,Tracheophyta,Plantae,SPECIES,5387817,DOUBTFUL,,
141265073,Helianthus salicifolius A. Dietrich,9ff7d317-609b-4c08-bd86-3bc404b77c42,alien-plants-belgium:taxon:f6d40bea4078eb2af791b2898526e989,SCIENTIFIC,,TRUE,3119219,Helianthus salicifolius A.Dietr.,Helianthus salicifolius,Helianthus,Asteraceae,Asterales,Magnoliopsida,Tracheophyta,Plantae,SPECIES,3119219,ACCEPTED,,
141265074,Podolepis auriculata DC.,9ff7d317-609b-4c08-bd86-3bc404b77c42,alien-plants-belgium:taxon:f9a3ea7d1a2d1cdf8c1d5f02e49c7d37,SCIENTIFIC,,TRUE,3100344,Podolepis auriculata DC.,Podolepis auriculata,Podolepis,Asteraceae,Asterales,Magnoliopsida,Tracheophyta,Plantae,SPECIES,3100344,ACCEPTED,,
141265075,Hemizonia pungens (Hook. & Arnott) Torr. & A. Gray,9ff7d317-609b-4c08-bd86-3bc404b77c42,alien-plants-belgium:taxon:f9ef687f302e17c9ab918f95dbec1596,SCIENTIFIC,,TRUE,3145384,Hemizonia pungens (Hook. & Arn.) Torr. & A.Gray,Centromadia pungens,Centromadia,Asteraceae,Asterales,Magnoliopsida,Tracheophyta,Plantae,SPECIES,3141046,SYNONYM,7222628,Centromadia pungens subsp. pungens
