taxonKey,locationId,locality,country,status,temporal,establishmentMeans,source
141266061,ISO_3166-2:BE-VLG,Flemish Region,BE,PRESENT,,INTRODUCED,
141266061,ISO_3166-2:BE-WAL,Walloon Region,BE,PRESENT,,INTRODUCED,
141266062,ISO_3166-2:BE,Belgium,BE,PRESENT,1850/2017,INTRODUCED,
141266062,ISO_3166-2:BE-BRU,Brussels-Capital Region,BE,PRESENT,,INTRODUCED,
141266062,ISO_3166-2:BE-VLG,Flemish Region,BE,PRESENT,,INTRODUCED,
141266062,ISO_3166-2:BE-WAL,Walloon Region,BE,PRESENT,,INTRODUCED,
141266063,ISO_3166-2:BE,Belgium,BE,PRESENT,1947/2018,INTRODUCED,
141266063,ISO_3166-2:BE-BRU,Brussels-Capital Region,BE,PRESENT,,INTRODUCED,
141266063,ISO_3166-2:BE-VLG,Flemish Region,BE,PRESENT,,INTRODUCED,
141266063,ISO_3166-2:BE-WAL,Walloon Region,BE,PRESENT,,INTRODUCED,
141266064,ISO_3166-2:BE,Belgium,BE,PRESENT,1811/2018,INTRODUCED,
141266064,ISO_3166-2:BE-WAL,Walloon Region,BE,PRESENT,1811/2018,INTRODUCED,
141266065,ISO_3166-2:BE,Belgium,BE,PRESENT,1928/2011,INTRODUCED,
141266065,ISO_3166-2:BE-BRU,Brussels-Capital Region,BE,PRESENT,,INTRODUCED,
141266065,ISO_3166-2:BE-VLG,Flemish Region,BE,PRESENT,,INTRODUCED,
141266066,ISO_3166-2:BE,Belgium,BE,PRESENT,2016,INTRODUCED,
141266066,ISO_3166-2:BE-VLG,Flemish Region,BE,PRESENT,,INTRODUCED,
141266066,ISO_3166-2:BE-WAL,Walloon Region,BE,PRESENT,,INTRODUCED,
141266067,ISO_3166-2:BE,Belgium,BE,PRESENT,2017,INTRODUCED,
141266067,ISO_3166-2:BE-VLG,Flemish Region,BE,PRESENT,2017,INTRODUCED,
141266068,ISO_3166-2:BE,Belgium,BE,PRESENT,1892/1949,INTRODUCED,
141266068,ISO_3166-2:BE-WAL,Walloon Region,BE,PRESENT,1892/1949,INTRODUCED,
141266069,ISO_3166-2:BE,Belgium,BE,PRESENT,1989/2018,INTRODUCED,
141266069,ISO_3166-2:BE-VLG,Flemish Region,BE,PRESENT,,INTRODUCED,
141266069,ISO_3166-2:BE-WAL,Walloon Region,BE,PRESENT,,INTRODUCED,
141266070,ISO_3166-2:BE,Belgium,BE,PRESENT,1859/2018,INTRODUCED,
141266070,ISO_3166-2:BE-BRU,Brussels-Capital Region,BE,PRESENT,,INTRODUCED,
141266070,ISO_3166-2:BE-VLG,Flemish Region,BE,PRESENT,,INTRODUCED,
141266071,ISO_3166-2:BE,Belgium,BE,PRESENT,2016/2017,INTRODUCED,
141266071,ISO_3166-2:BE-VLG,Flemish Region,BE,PRESENT,2016/2017,INTRODUCED,
141266072,ISO_3166-2:BE,Belgium,BE,PRESENT,1872/2017,INTRODUCED,
141266072,ISO_3166-2:BE-BRU,Brussels-Capital Region,BE,PRESENT,,INTRODUCED,
141266072,ISO_3166-2:BE-VLG,Flemish Region,BE,PRESENT,,INTRODUCED,
141266072,ISO_3166-2:BE-WAL,Walloon Region,BE,PRESENT,,INTRODUCED,
141266073,ISO_3166-2:BE,Belgium,BE,PRESENT,1850/2018,INTRODUCED,
141266073,ISO_3166-2:BE-BRU,Brussels-Capital Region,BE,PRESENT,,INTRODUCED,
141266073,ISO_3166-2:BE-VLG,Flemish Region,BE,PRESENT,,INTRODUCED,
141266073,ISO_3166-2:BE-WAL,Walloon Region,BE,PRESENT,,INTRODUCED,
141266074,ISO_3166-2:BE,Belgium,BE,PRESENT,1997,INTRODUCED,
141266074,ISO_3166-2:BE-VLG,Flemish Region,BE,PRESENT,1997,INTRODUCED,
141266075,ISO_3166-2:BE,Belgium,BE,PRESENT,1885/2017,INTRODUCED,
141266075,ISO_3166-2:BE-BRU,Brussels-Capital Region,BE,PRESENT,,INTRODUCED,
141266075,ISO_3166-2:BE-VLG,Flemish Region,BE,PRESENT,,INTRODUCED,
141266075,ISO_3166-2:BE-WAL,Walloon Region,BE,PRESENT,,INTRODUCED,
141266076,ISO_3166-2:BE,Belgium,BE,PRESENT,1880/2016,INTRODUCED,
141266076,ISO_3166-2:BE-VLG,Flemish Region,BE,PRESENT,,INTRODUCED,
141266076,ISO_3166-2:BE-WAL,Walloon Region,BE,PRESENT,,INTRODUCED,
141266077,ISO_3166-2:BE,Belgium,BE,PRESENT,1820/2018,INTRODUCED,
141266077,ISO_3166-2:BE-BRU,Brussels-Capital Region,BE,PRESENT,,INTRODUCED,
141266077,ISO_3166-2:BE-VLG,Flemish Region,BE,PRESENT,,INTRODUCED,
141266077,ISO_3166-2:BE-WAL,Walloon Region,BE,PRESENT,,INTRODUCED,
141266078,ISO_3166-2:BE,Belgium,BE,PRESENT,1886/2010,INTRODUCED,
141266078,ISO_3166-2:BE-VLG,Flemish Region,BE,PRESENT,,INTRODUCED,
141266078,ISO_3166-2:BE-WAL,Walloon Region,BE,PRESENT,,INTRODUCED,
141266079,ISO_3166-2:BE,Belgium,BE,PRESENT,1999/2014,INTRODUCED,
141266079,ISO_3166-2:BE-VLG,Flemish Region,BE,PRESENT,1999/2014,INTRODUCED,
141266080,ISO_3166-2:BE,Belgium,BE,PRESENT,1891/2016,INTRODUCED,
141266080,ISO_3166-2:BE-BRU,Brussels-Capital Region,BE,PRESENT,,INTRODUCED,
141266080,ISO_3166-2:BE-VLG,Flemish Region,BE,PRESENT,,INTRODUCED,
141266080,ISO_3166-2:BE-WAL,Walloon Region,BE,PRESENT,,INTRODUCED,
141266081,ISO_3166-2:BE,Belgium,BE,PRESENT,1873/2015,INTRODUCED,
141266081,ISO_3166-2:BE-BRU,Brussels-Capital Region,BE,PRESENT,,INTRODUCED,
141266081,ISO_3166-2:BE-VLG,Flemish Region,BE,PRESENT,,INTRODUCED,
141266081,ISO_3166-2:BE-WAL,Walloon Region,BE,PRESENT,,INTRODUCED,
141266082,ISO_3166-2:BE,Belgium,BE,PRESENT,1894,INTRODUCED,
141266082,ISO_3166-2:BE-WAL,Walloon Region,BE,PRESENT,1894,INTRODUCED,
141266083,ISO_3166-2:BE,Belgium,BE,PRESENT,1921/2017,INTRODUCED,
141266083,ISO_3166-2:BE-VLG,Flemish Region,BE,PRESENT,,INTRODUCED,
141266083,ISO_3166-2:BE-WAL,Walloon Region,BE,PRESENT,,INTRODUCED,
141266084,ISO_3166-2:BE,Belgium,BE,PRESENT,1872/1955,INTRODUCED,
141266084,ISO_3166-2:BE-WAL,Walloon Region,BE,PRESENT,1872/1955,INTRODUCED,
141266085,ISO_3166-2:BE,Belgium,BE,PRESENT,1815/1952,INTRODUCED,
141266085,ISO_3166-2:BE-VLG,Flemish Region,BE,PRESENT,,INTRODUCED,
141266085,ISO_3166-2:BE-WAL,Walloon Region,BE,PRESENT,,INTRODUCED,
141266086,ISO_3166-2:BE,Belgium,BE,PRESENT,1978/2005,INTRODUCED,
141266086,ISO_3166-2:BE-VLG,Flemish Region,BE,PRESENT,,INTRODUCED,
141266086,ISO_3166-2:BE-WAL,Walloon Region,BE,PRESENT,,INTRODUCED,
141266087,ISO_3166-2:BE,Belgium,BE,PRESENT,1850/2017,INTRODUCED,
141266087,ISO_3166-2:BE-VLG,Flemish Region,BE,PRESENT,,INTRODUCED,
141266087,ISO_3166-2:BE-WAL,Walloon Region,BE,PRESENT,,INTRODUCED,
141266088,ISO_3166-2:BE,Belgium,BE,PRESENT,1889/2017,INTRODUCED,
141266088,ISO_3166-2:BE-BRU,Brussels-Capital Region,BE,PRESENT,,INTRODUCED,
141266088,ISO_3166-2:BE-VLG,Flemish Region,BE,PRESENT,,INTRODUCED,
141266088,ISO_3166-2:BE-WAL,Walloon Region,BE,PRESENT,,INTRODUCED,
141266089,ISO_3166-2:BE,Belgium,BE,PRESENT,1850/2018,INTRODUCED,
141266089,ISO_3166-2:BE-BRU,Brussels-Capital Region,BE,PRESENT,,INTRODUCED,
141266089,ISO_3166-2:BE-VLG,Flemish Region,BE,PRESENT,,INTRODUCED,
141266089,ISO_3166-2:BE-WAL,Walloon Region,BE,PRESENT,,INTRODUCED,
141266090,ISO_3166-2:BE,Belgium,BE,PRESENT,2013,INTRODUCED,
141266090,ISO_3166-2:BE-BRU,Brussels-Capital Region,BE,PRESENT,2013,INTRODUCED,
141266091,ISO_3166-2:BE,Belgium,BE,PRESENT,1835/1892,INTRODUCED,
141266091,ISO_3166-2:BE-VLG,Flemish Region,BE,PRESENT,,INTRODUCED,
141266091,ISO_3166-2:BE-WAL,Walloon Region,BE,PRESENT,,INTRODUCED,
141266092,ISO_3166-2:BE,Belgium,BE,PRESENT,1859/2018,INTRODUCED,
141266092,ISO_3166-2:BE-BRU,Brussels-Capital Region,BE,PRESENT,,INTRODUCED,
141266092,ISO_3166-2:BE-VLG,Flemish Region,BE,PRESENT,,INTRODUCED,
141266092,ISO_3166-2:BE-WAL,Walloon Region,BE,PRESENT,,INTRODUCED,
141266093,ISO_3166-2:BE,Belgium,BE,PRESENT,2000/2018,INTRODUCED,
141266093,ISO_3166-2:BE-VLG,Flemish Region,BE,PRESENT,2000/2018,INTRODUCED,
141266094,ISO_3166-2:BE,Belgium,BE,PRESENT,1921/2015,INTRODUCED,
141266094,ISO_3166-2:BE-VLG,Flemish Region,BE,PRESENT,,INTRODUCED,
141266094,ISO_3166-2:BE-WAL,Walloon Region,BE,PRESENT,,INTRODUCED,
141266095,ISO_3166-2:BE,Belgium,BE,PRESENT,1908/1955,INTRODUCED,
141266095,ISO_3166-2:BE-BRU,Brussels-Capital Region,BE,PRESENT,,INTRODUCED,
141266095,ISO_3166-2:BE-VLG,Flemish Region,BE,PRESENT,,INTRODUCED,
141266095,ISO_3166-2:BE-WAL,Walloon Region,BE,PRESENT,,INTRODUCED,
141266096,ISO_3166-2:BE,Belgium,BE,PRESENT,2004/2018,INTRODUCED,
141266096,ISO_3166-2:BE-VLG,Flemish Region,BE,PRESENT,2004/2018,INTRODUCED,
141266097,ISO_3166-2:BE,Belgium,BE,PRESENT,2000/2016,INTRODUCED,
141266097,ISO_3166-2:BE-VLG,Flemish Region,BE,PRESENT,2000/2016,INTRODUCED,
141266098,ISO_3166-2:BE,Belgium,BE,PRESENT,1945/2018,INTRODUCED,
141266098,ISO_3166-2:BE-BRU,Brussels-Capital Region,BE,PRESENT,,INTRODUCED,
141266098,ISO_3166-2:BE-VLG,Flemish Region,BE,PRESENT,,INTRODUCED,
141266098,ISO_3166-2:BE-WAL,Walloon Region,BE,PRESENT,,INTRODUCED,
141266099,ISO_3166-2:BE,Belgium,BE,PRESENT,1876/2016,INTRODUCED,
141266099,ISO_3166-2:BE-BRU,Brussels-Capital Region,BE,PRESENT,,INTRODUCED,
141266099,ISO_3166-2:BE-VLG,Flemish Region,BE,PRESENT,,INTRODUCED,
141266099,ISO_3166-2:BE-WAL,Walloon Region,BE,PRESENT,,INTRODUCED,
141266100,ISO_3166-2:BE,Belgium,BE,PRESENT,1938/2004,INTRODUCED,
141266100,ISO_3166-2:BE-BRU,Brussels-Capital Region,BE,PRESENT,,INTRODUCED,
141266100,ISO_3166-2:BE-VLG,Flemish Region,BE,PRESENT,,INTRODUCED,
141266102,ISO_3166-2:BE,Belgium,BE,PRESENT,1905/2013,INTRODUCED,
141266102,ISO_3166-2:BE-VLG,Flemish Region,BE,PRESENT,,INTRODUCED,
141266102,ISO_3166-2:BE-WAL,Walloon Region,BE,PRESENT,,INTRODUCED,
141266103,ISO_3166-2:BE,Belgium,BE,PRESENT,1835/2018,INTRODUCED,
141266103,ISO_3166-2:BE-BRU,Brussels-Capital Region,BE,PRESENT,,INTRODUCED,
141266103,ISO_3166-2:BE-VLG,Flemish Region,BE,PRESENT,,INTRODUCED,
141266103,ISO_3166-2:BE-WAL,Walloon Region,BE,PRESENT,,INTRODUCED,
141266104,ISO_3166-2:BE,Belgium,BE,PRESENT,2005/2016,INTRODUCED,
141266104,ISO_3166-2:BE-VLG,Flemish Region,BE,PRESENT,,INTRODUCED,
141266104,ISO_3166-2:BE-WAL,Walloon Region,BE,PRESENT,,INTRODUCED,
141266105,ISO_3166-2:BE,Belgium,BE,PRESENT,1850,INTRODUCED,
141266105,ISO_3166-2:BE-WAL,Walloon Region,BE,PRESENT,1850,INTRODUCED,
141266106,ISO_3166-2:BE,Belgium,BE,PRESENT,1908/1928,INTRODUCED,
141266106,ISO_3166-2:BE-WAL,Walloon Region,BE,PRESENT,1908/1928,INTRODUCED,
141266107,ISO_3166-2:BE,Belgium,BE,PRESENT,1967,INTRODUCED,
141266107,ISO_3166-2:BE-BRU,Brussels-Capital Region,BE,PRESENT,1967,INTRODUCED,
141266108,ISO_3166-2:BE,Belgium,BE,PRESENT,1870/2018,INTRODUCED,
141266108,ISO_3166-2:BE-BRU,Brussels-Capital Region,BE,PRESENT,,INTRODUCED,
141266108,ISO_3166-2:BE-VLG,Flemish Region,BE,PRESENT,,INTRODUCED,
141266108,ISO_3166-2:BE-WAL,Walloon Region,BE,PRESENT,,INTRODUCED,
141266109,ISO_3166-2:BE,Belgium,BE,PRESENT,1952,INTRODUCED,
141266109,ISO_3166-2:BE-VLG,Flemish Region,BE,PRESENT,1952,INTRODUCED,
141266110,ISO_3166-2:BE,Belgium,BE,PRESENT,1983/2003,INTRODUCED,
141266110,ISO_3166-2:BE-VLG,Flemish Region,BE,PRESENT,1983/2003,INTRODUCED,
141266111,ISO_3166-2:BE,Belgium,BE,PRESENT,1895,INTRODUCED,
141266111,ISO_3166-2:BE-WAL,Walloon Region,BE,PRESENT,1895,INTRODUCED,
141266112,ISO_3166-2:BE,Belgium,BE,PRESENT,1882/1948,INTRODUCED,
141266112,ISO_3166-2:BE-BRU,Brussels-Capital Region,BE,PRESENT,,INTRODUCED,
141266112,ISO_3166-2:BE-VLG,Flemish Region,BE,PRESENT,,INTRODUCED,
141266112,ISO_3166-2:BE-WAL,Walloon Region,BE,PRESENT,,INTRODUCED,
141266113,ISO_3166-2:BE,Belgium,BE,PRESENT,1857/1975,INTRODUCED,
141266113,ISO_3166-2:BE-VLG,Flemish Region,BE,PRESENT,,INTRODUCED,
141266113,ISO_3166-2:BE-WAL,Walloon Region,BE,PRESENT,,INTRODUCED,
141266114,ISO_3166-2:BE,Belgium,BE,PRESENT,1904/2017,INTRODUCED,
141266114,ISO_3166-2:BE-BRU,Brussels-Capital Region,BE,PRESENT,,INTRODUCED,
141266114,ISO_3166-2:BE-VLG,Flemish Region,BE,PRESENT,,INTRODUCED,
141266114,ISO_3166-2:BE-WAL,Walloon Region,BE,PRESENT,,INTRODUCED,
141266115,ISO_3166-2:BE,Belgium,BE,PRESENT,1890/1949,INTRODUCED,
141266115,ISO_3166-2:BE-WAL,Walloon Region,BE,PRESENT,1890/1949,INTRODUCED,
141266116,ISO_3166-2:BE,Belgium,BE,PRESENT,1893/1953,INTRODUCED,
141266116,ISO_3166-2:BE-BRU,Brussels-Capital Region,BE,PRESENT,,INTRODUCED,
141266116,ISO_3166-2:BE-VLG,Flemish Region,BE,PRESENT,,INTRODUCED,
141266116,ISO_3166-2:BE-WAL,Walloon Region,BE,PRESENT,,INTRODUCED,
141266117,ISO_3166-2:BE,Belgium,BE,PRESENT,1899/1972,INTRODUCED,
141266117,ISO_3166-2:BE-WAL,Walloon Region,BE,PRESENT,1899/1972,INTRODUCED,
141266118,ISO_3166-2:BE,Belgium,BE,PRESENT,1887/2007,INTRODUCED,
141266118,ISO_3166-2:BE-VLG,Flemish Region,BE,PRESENT,,INTRODUCED,
141266118,ISO_3166-2:BE-WAL,Walloon Region,BE,PRESENT,,INTRODUCED,
141266119,ISO_3166-2:BE,Belgium,BE,PRESENT,1884/1959,INTRODUCED,
141266119,ISO_3166-2:BE-WAL,Walloon Region,BE,PRESENT,1884/1959,INTRODUCED,
141266120,ISO_3166-2:BE,Belgium,BE,PRESENT,1903/2009,INTRODUCED,
141266120,ISO_3166-2:BE-VLG,Flemish Region,BE,PRESENT,,INTRODUCED,
141266120,ISO_3166-2:BE-WAL,Walloon Region,BE,PRESENT,,INTRODUCED,
141266122,ISO_3166-2:BE,Belgium,BE,PRESENT,1859/2018,INTRODUCED,
141266122,ISO_3166-2:BE-BRU,Brussels-Capital Region,BE,PRESENT,,INTRODUCED,
141266122,ISO_3166-2:BE-VLG,Flemish Region,BE,PRESENT,,INTRODUCED,
141266122,ISO_3166-2:BE-WAL,Walloon Region,BE,PRESENT,,INTRODUCED,
141266123,ISO_3166-2:BE,Belgium,BE,PRESENT,2003/2015,INTRODUCED,
141266123,ISO_3166-2:BE-VLG,Flemish Region,BE,PRESENT,,INTRODUCED,
141266123,ISO_3166-2:BE-WAL,Walloon Region,BE,PRESENT,,INTRODUCED,
141266125,ISO_3166-2:BE,Belgium,BE,PRESENT,1829/2017,INTRODUCED,
141266125,ISO_3166-2:BE-VLG,Flemish Region,BE,PRESENT,,INTRODUCED,
141266125,ISO_3166-2:BE-WAL,Walloon Region,BE,PRESENT,,INTRODUCED,
141266126,ISO_3166-2:BE,Belgium,BE,PRESENT,1918/2018,INTRODUCED,
141266126,ISO_3166-2:BE-BRU,Brussels-Capital Region,BE,PRESENT,,INTRODUCED,
141266126,ISO_3166-2:BE-VLG,Flemish Region,BE,PRESENT,,INTRODUCED,
141266127,ISO_3166-2:BE,Belgium,BE,PRESENT,1922/1929,INTRODUCED,
141266127,ISO_3166-2:BE-VLG,Flemish Region,BE,PRESENT,1922/1929,INTRODUCED,
141266128,ISO_3166-2:BE,Belgium,BE,PRESENT,1985,INTRODUCED,
141266128,ISO_3166-2:BE-BRU,Brussels-Capital Region,BE,PRESENT,1985,INTRODUCED,
141266129,ISO_3166-2:BE,Belgium,BE,PRESENT,1954/2017,INTRODUCED,
141266129,ISO_3166-2:BE-BRU,Brussels-Capital Region,BE,PRESENT,,INTRODUCED,
141266129,ISO_3166-2:BE-VLG,Flemish Region,BE,PRESENT,,INTRODUCED,
141266129,ISO_3166-2:BE-WAL,Walloon Region,BE,PRESENT,,INTRODUCED,
141266130,ISO_3166-2:BE,Belgium,BE,PRESENT,1910/2015,INTRODUCED,
141266130,ISO_3166-2:BE-VLG,Flemish Region,BE,PRESENT,,INTRODUCED,
141266130,ISO_3166-2:BE-WAL,Walloon Region,BE,PRESENT,,INTRODUCED,
141266131,ISO_3166-2:BE,Belgium,BE,PRESENT,1992/2005,INTRODUCED,
141266131,ISO_3166-2:BE-VLG,Flemish Region,BE,PRESENT,1992/2005,INTRODUCED,
141266132,ISO_3166-2:BE,Belgium,BE,PRESENT,2015/2017,INTRODUCED,
141266132,ISO_3166-2:BE-VLG,Flemish Region,BE,PRESENT,2015/2017,INTRODUCED,
141266133,ISO_3166-2:BE,Belgium,BE,PRESENT,1947/1951,INTRODUCED,
141266133,ISO_3166-2:BE-WAL,Walloon Region,BE,PRESENT,1947/1951,INTRODUCED,
141266134,ISO_3166-2:BE,Belgium,BE,PRESENT,2009,INTRODUCED,
141266134,ISO_3166-2:BE-VLG,Flemish Region,BE,PRESENT,2009,INTRODUCED,
141266136,ISO_3166-2:BE,Belgium,BE,PRESENT,1850/1980,INTRODUCED,
141266136,ISO_3166-2:BE-BRU,Brussels-Capital Region,BE,PRESENT,,INTRODUCED,
141266136,ISO_3166-2:BE-VLG,Flemish Region,BE,PRESENT,,INTRODUCED,
141266136,ISO_3166-2:BE-WAL,Walloon Region,BE,PRESENT,,INTRODUCED,
141266137,ISO_3166-2:BE,Belgium,BE,PRESENT,1947,INTRODUCED,
141266137,ISO_3166-2:BE-WAL,Walloon Region,BE,PRESENT,1947,INTRODUCED,
141266138,ISO_3166-2:BE,Belgium,BE,PRESENT,1850/2018,INTRODUCED,
141266138,ISO_3166-2:BE-VLG,Flemish Region,BE,PRESENT,,INTRODUCED,
141266138,ISO_3166-2:BE-WAL,Walloon Region,BE,PRESENT,,INTRODUCED,
141266139,ISO_3166-2:BE,Belgium,BE,PRESENT,1906,INTRODUCED,
141266139,ISO_3166-2:BE-WAL,Walloon Region,BE,PRESENT,1906,INTRODUCED,
141266140,ISO_3166-2:BE,Belgium,BE,PRESENT,1900/1994,INTRODUCED,
141266140,ISO_3166-2:BE-VLG,Flemish Region,BE,PRESENT,1900/1994,INTRODUCED,
141266141,ISO_3166-2:BE,Belgium,BE,PRESENT,1947/2005,INTRODUCED,
141266141,ISO_3166-2:BE-VLG,Flemish Region,BE,PRESENT,,INTRODUCED,
141266141,ISO_3166-2:BE-WAL,Walloon Region,BE,PRESENT,,INTRODUCED,
141266142,ISO_3166-2:BE,Belgium,BE,PRESENT,1904/1924,INTRODUCED,
141266142,ISO_3166-2:BE-WAL,Walloon Region,BE,PRESENT,1904/1924,INTRODUCED,
141266143,ISO_3166-2:BE,Belgium,BE,PRESENT,1940/1995,INTRODUCED,
141266143,ISO_3166-2:BE-VLG,Flemish Region,BE,PRESENT,,INTRODUCED,
141266143,ISO_3166-2:BE-WAL,Walloon Region,BE,PRESENT,,INTRODUCED,
141266144,ISO_3166-2:BE,Belgium,BE,PRESENT,1947,INTRODUCED,
141266144,ISO_3166-2:BE-WAL,Walloon Region,BE,PRESENT,1947,INTRODUCED,
141266145,ISO_3166-2:BE,Belgium,BE,PRESENT,1971,INTRODUCED,
141266145,ISO_3166-2:BE-WAL,Walloon Region,BE,PRESENT,1971,INTRODUCED,
141266146,ISO_3166-2:BE,Belgium,BE,PRESENT,1983/2015,INTRODUCED,
141266146,ISO_3166-2:BE-VLG,Flemish Region,BE,PRESENT,,INTRODUCED,
141266146,ISO_3166-2:BE-WAL,Walloon Region,BE,PRESENT,,INTRODUCED,
141266147,ISO_3166-2:BE,Belgium,BE,PRESENT,1947/1962,INTRODUCED,
141266147,ISO_3166-2:BE-WAL,Walloon Region,BE,PRESENT,1947/1962,INTRODUCED,
141266148,ISO_3166-2:BE,Belgium,BE,PRESENT,1886/2011,INTRODUCED,
141266148,ISO_3166-2:BE-VLG,Flemish Region,BE,PRESENT,,INTRODUCED,
141266148,ISO_3166-2:BE-WAL,Walloon Region,BE,PRESENT,,INTRODUCED,
141266149,ISO_3166-2:BE,Belgium,BE,PRESENT,1957/2018,INTRODUCED,
141266149,ISO_3166-2:BE-BRU,Brussels-Capital Region,BE,PRESENT,,INTRODUCED,
141266149,ISO_3166-2:BE-VLG,Flemish Region,BE,PRESENT,,INTRODUCED,
141266149,ISO_3166-2:BE-WAL,Walloon Region,BE,PRESENT,,INTRODUCED,
141266150,ISO_3166-2:BE,Belgium,BE,PRESENT,1991/2017,INTRODUCED,
141266150,ISO_3166-2:BE-VLG,Flemish Region,BE,PRESENT,,INTRODUCED,
141266150,ISO_3166-2:BE-WAL,Walloon Region,BE,PRESENT,,INTRODUCED,
141266151,ISO_3166-2:BE,Belgium,BE,PRESENT,1917/2018,INTRODUCED,
141266151,ISO_3166-2:BE-BRU,Brussels-Capital Region,BE,PRESENT,,INTRODUCED,
141266151,ISO_3166-2:BE-VLG,Flemish Region,BE,PRESENT,,INTRODUCED,
141266151,ISO_3166-2:BE-WAL,Walloon Region,BE,PRESENT,,INTRODUCED,
141266152,ISO_3166-2:BE,Belgium,BE,PRESENT,1947,INTRODUCED,
141266152,ISO_3166-2:BE-WAL,Walloon Region,BE,PRESENT,1947,INTRODUCED,
141266153,ISO_3166-2:BE,Belgium,BE,PRESENT,1903/1954,INTRODUCED,
141266153,ISO_3166-2:BE-WAL,Walloon Region,BE,PRESENT,1903/1954,INTRODUCED,
141266154,ISO_3166-2:BE,Belgium,BE,PRESENT,1947/1975,INTRODUCED,
141266154,ISO_3166-2:BE-VLG,Flemish Region,BE,PRESENT,,INTRODUCED,
141266154,ISO_3166-2:BE-WAL,Walloon Region,BE,PRESENT,,INTRODUCED,
141266155,ISO_3166-2:BE,Belgium,BE,PRESENT,1959,INTRODUCED,
141266155,ISO_3166-2:BE-WAL,Walloon Region,BE,PRESENT,1959,INTRODUCED,
141266156,ISO_3166-2:BE,Belgium,BE,PRESENT,1882/1970,INTRODUCED,
141266156,ISO_3166-2:BE-VLG,Flemish Region,BE,PRESENT,,INTRODUCED,
141266156,ISO_3166-2:BE-WAL,Walloon Region,BE,PRESENT,,INTRODUCED,
141266157,ISO_3166-2:BE,Belgium,BE,PRESENT,1952/2009,INTRODUCED,
141266157,ISO_3166-2:BE-BRU,Brussels-Capital Region,BE,PRESENT,,INTRODUCED,
141266157,ISO_3166-2:BE-VLG,Flemish Region,BE,PRESENT,,INTRODUCED,
141266157,ISO_3166-2:BE-WAL,Walloon Region,BE,PRESENT,,INTRODUCED,
141266158,ISO_3166-2:BE,Belgium,BE,PRESENT,1959,INTRODUCED,
141266158,ISO_3166-2:BE-WAL,Walloon Region,BE,PRESENT,1959,INTRODUCED,
141266159,ISO_3166-2:BE,Belgium,BE,PRESENT,1874/1962,INTRODUCED,
141266159,ISO_3166-2:BE-VLG,Flemish Region,BE,PRESENT,,INTRODUCED,
141266159,ISO_3166-2:BE-WAL,Walloon Region,BE,PRESENT,,INTRODUCED,
141266160,ISO_3166-2:BE,Belgium,BE,PRESENT,1892/1948,INTRODUCED,
141266160,ISO_3166-2:BE-WAL,Walloon Region,BE,PRESENT,1892/1948,INTRODUCED,
141266161,ISO_3166-2:BE,Belgium,BE,PRESENT,1872/2017,INTRODUCED,
141266161,ISO_3166-2:BE-BRU,Brussels-Capital Region,BE,PRESENT,,INTRODUCED,
141266161,ISO_3166-2:BE-VLG,Flemish Region,BE,PRESENT,,INTRODUCED,
141266161,ISO_3166-2:BE-WAL,Walloon Region,BE,PRESENT,,INTRODUCED,
141266162,ISO_3166-2:BE,Belgium,BE,PRESENT,1911/1949,INTRODUCED,
141266162,ISO_3166-2:BE-WAL,Walloon Region,BE,PRESENT,1911/1949,INTRODUCED,
141266163,ISO_3166-2:BE,Belgium,BE,PRESENT,1891/2018,INTRODUCED,
141266163,ISO_3166-2:BE-BRU,Brussels-Capital Region,BE,PRESENT,,INTRODUCED,
141266163,ISO_3166-2:BE-VLG,Flemish Region,BE,PRESENT,,INTRODUCED,
141266163,ISO_3166-2:BE-WAL,Walloon Region,BE,PRESENT,,INTRODUCED,
141266164,ISO_3166-2:BE,Belgium,BE,PRESENT,1830/1953,INTRODUCED,
141266164,ISO_3166-2:BE-VLG,Flemish Region,BE,PRESENT,,INTRODUCED,
141266164,ISO_3166-2:BE-WAL,Walloon Region,BE,PRESENT,,INTRODUCED,
141266165,ISO_3166-2:BE,Belgium,BE,PRESENT,1895/1904,INTRODUCED,
141266165,ISO_3166-2:BE-VLG,Flemish Region,BE,PRESENT,,INTRODUCED,
141266165,ISO_3166-2:BE-WAL,Walloon Region,BE,PRESENT,,INTRODUCED,
141266166,ISO_3166-2:BE,Belgium,BE,PRESENT,1861/1967,INTRODUCED,
141266166,ISO_3166-2:BE-VLG,Flemish Region,BE,PRESENT,,INTRODUCED,
141266166,ISO_3166-2:BE-WAL,Walloon Region,BE,PRESENT,,INTRODUCED,
141266167,ISO_3166-2:BE,Belgium,BE,PRESENT,1874/1983,INTRODUCED,
141266167,ISO_3166-2:BE-BRU,Brussels-Capital Region,BE,PRESENT,,INTRODUCED,
141266167,ISO_3166-2:BE-VLG,Flemish Region,BE,PRESENT,,INTRODUCED,
141266167,ISO_3166-2:BE-WAL,Walloon Region,BE,PRESENT,,INTRODUCED,
141266168,ISO_3166-2:BE,Belgium,BE,PRESENT,1850,INTRODUCED,
141266168,ISO_3166-2:BE-VLG,Flemish Region,BE,PRESENT,1850,INTRODUCED,
141266169,ISO_3166-2:BE,Belgium,BE,PRESENT,1949,INTRODUCED,
141266169,ISO_3166-2:BE-WAL,Walloon Region,BE,PRESENT,1949,INTRODUCED,
